tweet,final_label
why arent you at blue martini with me,NEUTRAL
hearing the birds chirp makes me think its nice outsidewell its not rain rain go away,POSITIVE
trying to stay awake anyone have any tips how to keep yourself awake,NEUTRAL
yeah just bought tickets for pearl jam in august,NEUTRAL
cant sleep morning will come to soon have to rest it will be a new day a perfect day to start new changes,NEUTRAL
watchin jonas,NEUTRAL
i feel super sick,NEGATIVE
x all three are in the first weeks of june for me,NEUTRAL
i gotta say im a little jealous,NEGATIVE
yea d means direct so only u and whoever u send it to can see it but u can only direct msg someone whos following u,NEUTRAL
i was just thinking that,NEUTRAL
who was it that said vive le difference to me only the other day,NEUTRAL
surgery when i wake up,NEUTRAL
oh yeah my laptop is fixed shame my internet is still and slow,NEUTRAL
thank you dearie i just followed dome of them on there too,POSITIVE
today was fun i meeting boardies the acoustic set was just soo phenomenal,POSITIVE
doesnt kno wat to do now er is over saddo,NEGATIVE
i hope you hoes are having so much funnot too much without me though lol,POSITIVE
im sorry darling im all over the place tonight i didnt mean to neglect you,NEGATIVE
apple is also rotten in the center just my luck,NEGATIVE
i want so bad to go to the mcflys concert anybody up to go with me,POSITIVE
i jus spoke my lawyer if i blow trial to,NEUTRAL
needed my semi best friend to go shoe shopping with me tonight alas he is nowhere to be found,NEUTRAL
cheese and onion crisps are the best alice or rosalie cullen,NEUTRAL
i forgot the yardsale event ooh how pity i am,NEGATIVE
au my pleasure hey it was played at my going away from nz party back in lots so it is burned into my brain,POSITIVE
i appreciate your kind words i am glad that the words resonate with you,POSITIVE
bara closets adventure aggghhhh enough muak mcm baby gary ku sudah,NEUTRAL
ngobrolin favorite bands at the moment cii kesian ya kamu speakernya rusak hahaha benerin dong ci,POSITIVE
miss my best friend won tickets to see them from kiis fm,NEUTRAL
sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,NEGATIVE
still awakedoing my assignments and playing virtual farming,NEUTRAL
off from work now,NEUTRAL
is so hungover what a crazy night im also in the bad books with mother,NEGATIVE
i need to go to sleep before am tonight so exhausted,NEGATIVE
i guess youre responding to me about dc if thats the case,NEUTRAL
rocket surgery hey haha i thought it was rocket science oh is that all i knew that i swear thank you,POSITIVE
ive got a headache now,NEGATIVE
you really chose the wrong time of year to do this didnt you,NEGATIVE
hotsawce owwwwww gooood morning,POSITIVE
just wanted to say hello,NEUTRAL
i wana be there num fan sharsies,NEUTRAL
yeah still waitin,NEUTRAL
you cna get em for about but ive got one for which is asus same as lappie,NEUTRAL
thanks guys followers,POSITIVE
i am so bored,NEGATIVE
thanks for following it means a lot to me i love hey monday,POSITIVE
love the sweet gnights every night,POSITIVE
is bored hehehe i hate ipt,NEGATIVE
you stopped followin me,NEUTRAL
mo williamssssss,NEUTRAL
i havent got poked much,NEGATIVE
im joining twitter lol,POSITIVE
thank you very much rex for ff,POSITIVE
the sun is shining the sky is facking blue teletubbies i have to work,NEGATIVE
um mr deadly sir can you please follow me on twitter,NEUTRAL
watched adaptation interiors and the women all in all good movie night breakfast with dad and kelley in the morning,POSITIVE
loll im a college girlbahahah i love these blogs theyre so funny,POSITIVE
good topics and ciggarettes,POSITIVE
i chewed up a starbucks and a subway gift card at christmas time i got in big trouble i not allowed near purse,NEGATIVE
happy mothers day to all the ladies with all the moments we cherish with our children today let those moments cherish you in return,POSITIVE
done with hwgonna read a bit then pass out got a cool week to look forward too in between all the mayhem,NEUTRAL
aw poor u dont let her get u just ignore her n keep ur head held high she iz just immature lil girl lol,NEGATIVE
yup lol sweet year haha,POSITIVE
listening to the new demo this song is going to be fantastic once its done,POSITIVE
marie hey beautiful whats up,POSITIVE
is having a lazy sunday,NEUTRAL
i really miss my satan kitty,NEGATIVE
my gut feel says its gonna be a boy ababa,NEUTRAL
yup studying at least im trying to trying to let the stuff i read enter my brain permanently,NEUTRAL
goodnight world and all who inhabit it,POSITIVE
still aint get my vanilla frosty yet,NEGATIVE
knows its all going to sort itself out,POSITIVE
lost my keys at the mall took me mins to find them,NEGATIVE
having rice crispies this morning brings back some good memories,POSITIVE
google chrome forgot what everything looks like for some reason,NEGATIVE
immediately regretting my decision to come into the office today miss my bed,NEGATIVE
finally watched the last couple episodes of the office on nbc theofficenbc i now understand why gervais stopped after seasons,NEUTRAL
i had a horrible dream it had to do with a scary face now im awake for the rest of the night god dammit,NEGATIVE
yes cathy ordinarily i dont have much of a problem with naked girls chasing me however,POSITIVE
going out a barbeque maybe,NEUTRAL
you fooled me,NEUTRAL
lucky you i face south so i can hear them and see them reflected off phillips point,POSITIVE
cant find my trusty hair tie my hair will spill all over the place when i runmoms bands doesnt work for menormal ones hurt,NEGATIVE
ppl dont miss out on me on this follow superstar sunday,NEUTRAL
juneau i did until my parents got all fd up and i started comforteating,NEGATIVE
days left of school for bryce and tyler thats more days of elementary,POSITIVE
so sad your mom must be very shaken up peace and strength to her and the dear family that lost their little girl,NEGATIVE
maaan if i was in pain id come i wanna come eat some me lol rolls eyes,NEGATIVE
sitting outside in the cold by the ocean with a glass of wine,POSITIVE
smith wats i got luck for u guys to beat la lol i would like to see this best wishes to the denver nuggets but my cavs are done,POSITIVE
come back to perth i missed the show here,NEGATIVE
stupid sun i actually have to work now,NEGATIVE
red wtf happened to dark blue black stripes,NEGATIVE
happy mothers day to every single mom out there i love my mommy,POSITIVE
im so depressed right now idk,NEGATIVE
just realized i have followers hey guys,NEUTRAL
not to worry noone got that one next question starts in minute get your thinking caps on,POSITIVE
twitter is trippin right now with my pic,NEUTRAL
i promise to post new mini magical village today the weather is perfect for it see preview here httppengpengsplaceblogspotcom,POSITIVE
home with maddie im tired goin to bed afterwards,NEGATIVE
i created a monster bwahaha oh and i got your baby home safe and sound,POSITIVE
i am going to be disgraced with myself for life if i dont make it in next year being a perfectionist sucks good luckkkk,NEGATIVE
goin to work,NEUTRAL
logos nope my computer right now is in need of a power supply so im useing an old office machine,NEUTRAL
its going to be a fun night and im helping host it,POSITIVE
going to retake my softball photo because patricks studio is a piece of back here for chores some friday huh,NEGATIVE
i have two hours to wait for my tire to get repaired,NEUTRAL
thats real geek talk hahai feel you,POSITIVE
aww that is sad,NEGATIVE
its hard to tell but i think im right i hope,NEUTRAL
wanted to go to the clubdancingbut now im tired anyways i have to go to work tomorrow,NEGATIVE
anke whats wrong with the ski slopes of mk theyve got coffee shops as well yknow,NEUTRAL
i love the cheesey ones and the cool orignal ones skips i have when my brother has them got to try them u c haha,POSITIVE
in the arts having coffee and cake,NEUTRAL
thanks for teaching me how to play a part of that song,POSITIVE
btw that song is youll always find ur way back home by hannah montana,NEUTRAL
i can safely say i wont be a euro winner this week,NEUTRAL
but i keep updating,NEUTRAL
i was right about the wave off,NEUTRAL
i just realized today was my last day to see my best friend tanner im goin to miss him so much,NEUTRAL
the veronicas are gonna rock the stage tomorrow happy mothers day everyone,POSITIVE
im hurtling headlong into a day of spanish and art but my view is after tomorrow its just revision and extra frees,NEGATIVE
no stay and play,NEUTRAL
im hungrybut theres no food at mah house,NEGATIVE
nothing to do just sitting here i can see mrs p and her husband,NEUTRAL
karma is a i just got hung up on lol im still a big dawg though,NEUTRAL
greenville drive games just arent the same without the baseball guy clown,NEGATIVE
in that case thats a stupid move i thought they were being ba,NEGATIVE
why are we busy ugh i have the largest headache,NEGATIVE
i absolutely love you thanks,POSITIVE
at ihop with the bestiesminus one wheres the dr at work of course,NEUTRAL
you the other crew and cob tried your hardest to put on great shows and fans all appreciate it tell alexi get well soon mh,NEUTRAL
haha follow john mayerhes a pretty funny guy i want to move to la its so much more fun,POSITIVE
dont leave forever well miss you too much,NEGATIVE
now eating and meeting at the same time sigh well well i want to start work out too but will have to wait move to my new house,NEUTRAL
me too wonder if mnet will show it,NEUTRAL
i hope filming is going well im new to the whole twilight phenomenon they couldnt have picked a better vampire,NEUTRAL
its a hott tuuneee,NEUTRAL
oh hi terri good now what about you any good gossip,POSITIVE
breaking the daily build broke my daily plan as well,NEGATIVE
should be drank with sugar and milk not coffee you have coffee on my brain,NEUTRAL
im there all weekend expecting it to be way too hot,NEUTRAL
why does my body decide now is a good time to wake up every morning at maybe dean will wait for me in my dreams,POSITIVE
got up early did a ton now im headed to cherokee park to run and walk,NEUTRAL
not actually managed to purchase anything from the ovi store yet constant server error on check out,NEUTRAL
come join the fun as i through out the first pitch at the legends game may th pm httptinyurlcomnkpuz,NEUTRAL
defeated by a polo,NEGATIVE
why doesnt mcdonalds make pineapple pies,NEUTRAL
has spent the last two weeks attempting to grow a beard from scratch but fears it may look a bit rubbish httptwitpiccomtyb,NEGATIVE
your welcome,NEUTRAL
i do i do i feel absoulutley fine,POSITIVE
really wants a puppy,NEUTRAL
its raining,NEUTRAL
they are all over one is a fan with a vip and the other one is the winner of the twisted vid het si weer eens raar gelopen chaos,POSITIVE
ok hubby really isnt going to be logging off anytime soon what to do what to do,NEUTRAL
first time,NEUTRAL
how do you sleep jesse mccartney,NEUTRAL
if you cant hide the tweetie icon why not change it httptwitpiccomjo,NEUTRAL
jason mraz is still serenading me while i read judicial supervision of executive action in the commonwealth caribbean bbl,POSITIVE
then i kill bradies gf and have bradie,NEGATIVE
i knew my mom loved flowers and she loves the rieger begonia so hanging basket seemed perfect,POSITIVE
happy mothers day,POSITIVE
yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job httpbkitecomkjr,NEUTRAL
why arent you coming to montreal,NEUTRAL
yeah,NEUTRAL
learning for school now,NEUTRAL
goodnight happy mothers day,POSITIVE
you better believe it and i wouldnt miss it for the world,POSITIVE
end of work thank god i accomplished a number of things httpplurkcomprpaag,POSITIVE
d indeed,NEUTRAL
anderson your tweets were awesome the heat thats what dencorub is for,NEUTRAL
i really like pink after i saw her live while in the new tmobile advert,POSITIVE
going to london,NEUTRAL
will do promise thanks,POSITIVE
i wanna go shopping i dont get paid till next week,NEUTRAL
its a bank holiday if youre happy and you know it clap your hands,POSITIVE
aw man im sorry i have logical reasoning i promise i had to study in order to tutor my new student give me,NEGATIVE
ive been up most of what normal ppl consider the night no problem going to sleep but nightmares been waking me up,NEUTRAL
oh ouch that hurt washing machine is out to get me,NEGATIVE
my day was good spent the day catching up on sleep relaxing kind of a lazy day hehe oooo shopping how did you resist,NEUTRAL
youre welcome char glad you liked the cake its pretty simple you should give it a try,POSITIVE
were you going to come the venue said that they couldnt afford to open so cancelled it i wish we were there now,NEGATIVE
wide awake ready for the big shopping trip hope i get tones of sweet dealz and lots of fancy clothes,POSITIVE
thank you guts for followers it means a lot,POSITIVE
why does everyone sing playback at the comet,NEUTRAL
you got it yaaay i was really worried your phone wouldnt fit so glad it does happy mothers day lol,POSITIVE
i could go for some lulus or slanted door right about now tomorrow is the farmers market right,NEUTRAL
whoever u are and wherever u go always remember where u come from,NEUTRAL
why didnt i see you,NEUTRAL
hehe indeed it is i actually nearly changed my bio to just dont panic but i wanted to keep in the freehugs,NEUTRAL
twitter criado,NEUTRAL
it might be sunny today but alas new product must make it to etsy,NEUTRAL
that is awesome spent the day studyin chillin a lil b goin to bed its slowly gettin colder in paraguay winter is comin,POSITIVE
bailon talk with your hips,NEUTRAL
i miss the seniors already,NEGATIVE
bout watch a movie nd drink wit martin nd leslie,NEUTRAL
still no eat still in office and now i get sick throat days before i leave for an air condition throat killing tour bus,NEGATIVE
really ur getting rid of it thats sad,NEGATIVE
what butbutthe nurburgring why is it so good httptinyurlcomkrcamp,POSITIVE
i sound really brummie lol but most of all i just hate looking at myself,NEGATIVE
alicev no none in the house and im not sure i should drive to the coffee stand its worse than i thought it would be,NEGATIVE
off to take a math quizon a fridaybooo,NEUTRAL
anything bookmark keychain surprise me,POSITIVE
gonna watch jt on snl tonight not a fan of his music but think hes hilarious in my pants way too funny,NEGATIVE
anyone want my chocolate nutella mochi its just gonna go to waste,NEUTRAL
i live in manchester england but still have never been to london,NEUTRAL
dig up late again i see you missed a great time at donnys birthday remember to call him on monday,NEUTRAL
may the th be with you happy star wars day,POSITIVE
ive gotten so much packed up already lmao well little anyway either way i have a good start,NEUTRAL
angry sad happy excited i hate how my moods change right now i am immensely sad,NEGATIVE
bom dia good morning guten morgen i am returning to twitter,POSITIVE
bummer my phone gets disconnected on the weekend of my birthday darn,NEGATIVE
yay i am not the only eurovision fan on twitter eurovision,POSITIVE
well then close your pretty eyes and count boring sheep youll be sleeping in no time,NEUTRAL
why do i think i have to take medicine cuz i was laughing to hard my head should not be in this much pain i thought laughter was gud,NEUTRAL
today i wrote two songs one for temple which i will probably never perform ever and one for mothers day happy vesak everyone rena xoxo,POSITIVE
maybe someday i lova ya friends my computer sucks listening to coldplay tomorrow meet my bbff,NEUTRAL
its called communifuckingcationlearn it know it do it these stupid people,NEGATIVE
makes me wish i had dogs instead of cats,NEGATIVE
ai yeah hopefully but if not then maybe i can save up and get it for christmas we will find out,POSITIVE
just woke up still in bed sundays r the its the do nothing day of the week,NEUTRAL
i think did an amazing presentation about the whole keeping review items and tax thing at blogher shes awesome,POSITIVE
me and arlando are totally done i havne talked to him in a long timenow i just have to find a worth while man,NEUTRAL
hello friend welcome to twitter,POSITIVE
eating pringles at nearly am really reminds me of touring with the jonas brothers dont aski miss that so much,NEGATIVE
i dont like being sick when the guidance counsellor is supposed to take me other kids out of school for bowling pizza,NEGATIVE
forced to eat red hotdogs coz im starving and theres nothing else for breakfast ick,NEGATIVE
played dd on the bank holiday was nice got many xp and killed a blob actually two though the nd had tentacles,POSITIVE
traveling alone makes i meet new peoplenew circle strangers become friends,POSITIVE
then you might enjoy this one too httptinyurlcomygcpf,POSITIVE
x hey cameron i know it was amazing and i have sunburn too so my mum isnt happy my throat kills still it,NEUTRAL
just got home from another amazing night,POSITIVE
x when my brother is i will have moved,NEUTRAL
im uploading some videos to youtube will give link once i get more loaded variety from my daily life not amazing but fun to watch,NEUTRAL
eww town fair tire smells horrible its making me sick,NEGATIVE
wm no clever headline sorry salt lake city yr httptinyurlcommpoghc,NEGATIVE
happy mothers day i lovee you mami,POSITIVE
fire and rain by james taylor fits the style i need for my sa audition perfectly but i cant find a karaoke track in a high enough key,NEGATIVE
excited how the jon does will do today good luck guys,POSITIVE
ouch stomachace i ate a lot,NEGATIVE
no i was too slow i hate getting the trailhead then not getting in,NEGATIVE
gutted i miss that the one night i try leave early lol friends visitin were tired haha,NEGATIVE
oh dear bgt,NEUTRAL
made a new youtube background in photoshop httpbitlyawwzn thanks to,POSITIVE
wish i can be with her every day,NEUTRAL
must be time to go home yes indeedy,NEUTRAL
where is teng,NEUTRAL
hey chutti was very tiring and have to travel again tomo how was your friday,NEGATIVE
httptwitpiccomaam so this is where youre getting the for the island,NEUTRAL
well yeah the hormone things basically a given thought he had misbehaved specifically to upset your mom and you,NEGATIVE
grreverytime he gets a new girlfriendim at the bottom of the totem pole,NEGATIVE
oh i read that,NEUTRAL
its simple for those who know how to use it hahaa im glad youre okay x,POSITIVE
cat we all know and yes dont remind me im so effin jealous aust some times,NEGATIVE
yeah same,NEUTRAL
doesnt have to go to work tomorrow good times revision though,POSITIVE
super bored on a friday night,NEGATIVE
feels very very sick hmph,NEGATIVE
kiisfm hey i cant seems to get ryans show online whats not right then,NEUTRAL
i worked more today than i did yesterday but my time card says that i worked the same oh well hello weekend,NEUTRAL
my guitar aint herew yet feel like i lost a limb,NEGATIVE
not having a good dayone bad thing after another,NEGATIVE
had a horrible sleep in a rather bad mood,NEGATIVE
its pretty cold outside today i got another exam,NEUTRAL
when in doubt go with the instincts,NEUTRAL
cavs has the easier route than denver,POSITIVE
good afternoon all sorted technical glitch a rainy bh monday so a lazy day then daughters and their menfolk round for a roast dinner,POSITIVE
running errands with my little man maybe he wont act like a year old today,NEUTRAL
httptwitpiccomjg looks exactly like i do when i get that gh guitar in my hand,NEUTRAL
why nobody write with me,NEUTRAL
why am i posting so late just got back from seeing star trek it was so awesome,POSITIVE
off to school so tired didnt hear the texts i had last night lol still tired but i love jesus christ,NEUTRAL
im gettin off nd watch a movie nd have a couple of drinks nd shots ill try get get back on if i can,NEUTRAL
in itlesson at school and eating salad,NEUTRAL
just answered you never learned how to write in french just basic stuff,NEGATIVE
epic ocd moment i deleted my sims file that i spent hours building just because i set his favorite food wrong,NEGATIVE
im a genius put rug in washing machine left folding door half open machine moved now door wont close or open shaking head,NEUTRAL
what thats not fair i cant vote it says the voting is closed but i did vote everyday when i could vote like xs,NEGATIVE
just got back from km run it was really good,POSITIVE
i dunno man how bout some wendys mmmmmm we dont gots that in htown,NEUTRAL
i ran outta bathroom passes maybe mrs french will be nice today,NEUTRAL
i hate the fact that it is so nice outsidee and im inside doing revisionn,NEUTRAL
ugh my neck really hurts im out aquatards xox,NEGATIVE
your knowledge of xmen is starting to scare me,NEGATIVE
i am watchinggg the new video of its sooo good addicted,POSITIVE
god it pisses me off that i always enter comps never wini am such a sore loser,NEGATIVE
i had curry shrimp yesterday lol i love seafood,POSITIVE
me too except move that am to am,NEUTRAL
hellooooooo whats the scene people,NEGATIVE
tee we beefinwhat was u supposed to do before leavin,NEUTRAL
you people have no idea how depressing it is being at a steakhouse and not being able to eat,NEGATIVE
got a saturdays framed signed foto last night and a valentino rossi aswell eee what a night,POSITIVE
good morning jess here just wanted to say thank you to everyone following us tell your friends about us please,POSITIVE
thinking about new oh yes btw bankroll stays at so down a bit from yesterday and i wont whine about bad beats,POSITIVE
ahhh i finally went to yogurtland i saved my spoon hahaha,NEUTRAL
any sorry wahh lub u toooo,NEUTRAL
cupcake you can call me anything but bitch i supposeand even then under certain circumstances,NEGATIVE
they burnt my zuccini,NEGATIVE
oh no i hope you find your kitten,POSITIVE
madd bored,NEGATIVE
puzzled by peoples mood swings it makes me somewhat sad that i cant pinpoint how they feel,NEGATIVE
where did you get a copy i wanna watch that also,NEUTRAL
weber i wrote a leadership essay abt its founder the expansion didnt went well tried to break in america lots of money burned,NEGATIVE
doh in a rush to get to the puma open and i just got pulled over so sad,NEGATIVE
is relaxing in bed for a while before i go to sleep it was nice to get out of my house for a while tonight,POSITIVE
that is truly impressive cant come close to that takes the argument over whether web needs subs to a new level though,POSITIVE
you charmer do you like football too,NEUTRAL
thank you jon thats very sweet,POSITIVE
i missed you today was the greatest day ever im burnt and lmfao but it will be a nice tan rides in hrs,NEUTRAL
perhaps she will start including magic in all of her tweets now too btw you didnt write magic in ur tweet to me,NEUTRAL
i feel like,NEGATIVE
im so sorry do you want me to call if not i will be on aim in a couple of hours if you need to vent,NEGATIVE
ya and i would have gained a few kgs by then what are you working on today,NEUTRAL
my heads thumping,NEGATIVE
cant wait to crack it open and no doubt will learn from it as well as support my evangelizing cubiclefreedomness,POSITIVE
last night in cork and come tomorrow i wont even remember it double sad face haha in the words on lily allen not fair,NEGATIVE
lol it went okay as far as i can tell but then i had to do a test today for geo and i was all zoned out and got like,POSITIVE
it makes me want to cry when grown men discuss characters on all my children,NEGATIVE
about to go eat breakfast at jay jays cafe with my one and only,NEUTRAL
fml i stepped on a needle ouch waaaaa drycleaners,NEGATIVE
well rite i gt a headache,NEGATIVE
is wondering what actually to do when i have a week to do all bar pack most peeps r leavin too,NEGATIVE
waking up workinghappy as can be its gonna be a great day today i can see itand im not sore from running yesterday,POSITIVE
just broke her dresser shes had since she was three,NEGATIVE
headaches suck especially stress related ones i used to get those a lot,NEUTRAL
i really like lady gagas paparazzi whatshappening,POSITIVE
getting my new cellphone on wednesday the lg voyager its soo sweet i cant wait that long though,POSITIVE
chili cheese fries a bad idea for lunch,NEGATIVE
youre absolutely welcome i love you too and am happy i was able to help make that moment happen,POSITIVE
youre not gonna paint me oh well,NEUTRAL
just joined twitter hiya world,NEUTRAL
indeed i did get your song however am unable to listen,NEUTRAL
decided not to goi want to see my sweetie but i cant,NEGATIVE
feeling better still coughing not moving on yet its impossible,NEUTRAL
really big spider on the floor two metres away from me am actually a little scared,NEGATIVE
tell your grandmother i say hello,NEUTRAL
hunter ah now comedy central have frasier all morning till twelve so i guess there goes my morning,NEUTRAL
feels slightly better but i sure do miss himhes going to be so hard to get over i messed it up donutscomfort,NEUTRAL
i need to get some shut eye but i just cant lets try more time ta ta twitterworld,NEUTRAL
dangwhen did they plant those thorny bushes there ouchno kitty hugs today,NEUTRAL
nanay cried after reading the card i gave her hugged her and next thing i knew i was crying too haha were such cry babies love her,NEUTRAL
cant wait for daughtrys new album ack two more months,POSITIVE
doing my ff later too busy making up plans for today beshie is gonna be in dc june for a bball game,NEGATIVE
have you seen the fifth element makes super green a lot funnier,POSITIVE
like double posting on twitter lol not me i dont take anything,NEUTRAL
my friday feels boring too no time for fun today and not so much in the mood for it either,NEGATIVE
excuse me theres me jkidding lolso how long b yr fun night out starts lol,POSITIVE
fair enough actually you dont have to give me xmen mad max will do me fine,POSITIVE
mondayfunday wake up peopleand keep me awake please today is going to be a long onei can already feel it eww,NEGATIVE
dont depress me i have the motherinlaw staying the weekend someone else to wait on other than the kids,NEGATIVE
girl you stay inviting me but not doing a followup hahaha no phone call to check up on me,NEGATIVE
no fair i want a sticker but i just moved away from london,NEGATIVE
starting off my day with a little northern light,NEUTRAL
too tired,NEGATIVE
soooooooooo glad to learn that farrells ice cream parlor is staging a comeback in so cal too bad its in the mission viejo mall,NEUTRAL
loll of course me tooo i love their new song toooo,POSITIVE
there was no traffic at all on my way home and all traffic lights were greenim afraidiowe karma a big check,POSITIVE
homeworkboring,NEGATIVE
was doing a hard copy doc reviewwhile writing comments realized ve forgotten writing ie on papercan hardly recognize or read it back,NEGATIVE
y is it when i luv someone i fear them i just wish someone can exsplain it me,NEUTRAL
morning everyone hope you have a great sunday,POSITIVE
looks like my twitter is down,NEGATIVE
a beautiful song for anyone that could use a pick me up tonight httpblipfmynxo,POSITIVE
printchick exactly thats the first time i saw his reply to jon never going there again oh have fun with d new phone,POSITIVE
rey nah you do it really gradually with ptfe tape so goes up mm at a time ive been doing it for years i love it x,POSITIVE
honey thank you i have a business exam tomorrow too,POSITIVE
at least its legal here in kuwait if u werent driving suv then u will get a ticket with big smile,NEUTRAL
yup stil at work,NEUTRAL
oh i love em but when i think about the kind of preservatives theyre using to stay justbaked it kinda makes me sick,NEUTRAL
my dads drunk off his today was successful,POSITIVE
marriage isnt legal everywhere here,NEGATIVE
im sorrryy i went to the cinema with my broth cause im cool and yeah im sorrrry tomorrow tho ill make sure of it,NEUTRAL
nope she can travel all she wants when she can pay for it,NEUTRAL
good morning david happy mothers day to your mom lol too bad u cant be with her she is so awesome,NEUTRAL
my sunglasses broke,NEUTRAL
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,NEGATIVE
really enjoyed star trek great movie amazing special effects definately recommend even if your not a trekky,POSITIVE
those photos are lovely who knew you were as talented a photographer as you are a journalist,POSITIVE
so wonderful to spend mothers day with my mum,POSITIVE
the catch me if you can dvd that i rented from blockbustercom yesterday was cracked figured it out about minutes into the movie,POSITIVE
have a lovely weekend,POSITIVE
who what call me,NEUTRAL
no dublin,NEGATIVE
so jealous im not at asylum right now,NEGATIVE
just giving shouts to all my peoples in twitterville,NEUTRAL
pwnd from all sides,NEUTRAL
today is maintenance day for me my flat and my blogyeahhhh a lot of little works,NEUTRAL
nhl not a fan of either team my head says detroit my feet say the pens my heart doesnt care go kings in,NEUTRAL
you have been busy have a lovely time,POSITIVE
having a great chat with a friend hes totally putting my mind at ease,POSITIVE
ive had that problem too being charmed fast i mean ill cross my fingers for you,NEGATIVE
its this year cant catch it wont be in ny till oct httpbitlyafjt,NEUTRAL
oh sure thx,POSITIVE
i cant comment directly to someone and im here all alone,NEUTRAL
is responding to an email,NEUTRAL
i dont even know what sporting social enterprise means,NEUTRAL
you were great just awesome i was crying cuz i wanted to be there so bad,NEUTRAL
right on pull up a chair and welcome,POSITIVE
romantic evening in with papa murphys and battle bc from the history channel,POSITIVE
do you really smoke,NEUTRAL
bloody sunburned,NEGATIVE
yeah big chill here too good foods good music great weather have a cool day bro,POSITIVE
awwww im sorry i changed the picture just for you because you rock like that,NEUTRAL
ohhh that cant be very fun but hell you manned it up looks like you got some done today,NEGATIVE
not gonna ask what a boom boom is morning,NEUTRAL
dont forget to follow emma from london like you said you would i wish you aswered my calls it cost me,POSITIVE
im gonna miss the grand prixim going to have to try and sneak back to the room,NEGATIVE
so close to tennessee,NEUTRAL
yeaup i was gonna tell ya that,NEUTRAL
trying to wake up but is finding it very hard,NEGATIVE
you need to play something from mary poppins at them everyone knows thats how rooms get tidy,NEUTRAL
omg i just seen the sun and the moon in the same place this disproves my theory that they are the same person,NEGATIVE
europe sounds gr will finish my exam on teus and then well talk about it,POSITIVE
oh my god the end of the first course dont believe in it but yeh so many exams lalala everything is wonderful,POSITIVE
im sick and sad its cold,NEGATIVE
shut up,NEGATIVE
guess ill drive it back nine hours,NEUTRAL
youre in harlem where im so jealous right now i miss living in nyc,NEGATIVE
im not letting reach sink thats for sure im still presenting and joint hon owens mon pmpm im sat pmpm,NEUTRAL
wishes she had a pool,POSITIVE
test seo smo marketing try it,NEUTRAL
another day at the office the sun is bursting from the skyand the women are eh wellback to the keyboard,NEUTRAL
rushing to sitter to pick up my ffevered preschooler,NEUTRAL
you didnt give out followfriday advice like i told you,NEUTRAL
awake sadly seeing leon today,NEGATIVE
uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp omq tomorroww iss mothers dayy,NEGATIVE
awesome whadya get her,POSITIVE
should have gone to bed ages ago you tedtalks gotta get up early too,NEGATIVE
had a totally chilled out day relaxing in the garden in the lovely weather shame i have to go to work tomorrow,NEUTRAL
well i hope you have had a good weekend and even more so have a good day at work moro its already monday hereso far so good,POSITIVE
good for you rachel i have nowt,POSITIVE
bananabrain got hit by a car and got screwed o oepn wounds a broken finger broken toe both toe and nail fed up,NEGATIVE
i already miss my mohawk,NEGATIVE
only got in tips last night n but he earned bulk money anywho,NEUTRAL
we bought a pool instead of going to california now the pool is broken and we have wasted our vacation money for the next years,NEGATIVE
listening to lady gaga relatives just left after our mothers day celebration,NEUTRAL
cleaning finding stuff to sell im so poor,NEGATIVE
omg i just spit my drink out rip hair straightener,NEGATIVE
thank you so much me neitherrrr,POSITIVE
ahh normally i would jump at that but im manning the office solo today,NEUTRAL
mmm but nothing i can do lucky ive got great friends like u to cheer me up,POSITIVE
wats up with the racism in australia its not nice,NEGATIVE
aeroplanes we know plato one of my favorite wkp songs httpblipfmjq,POSITIVE
feeling better did nothing yesterday but lay around hate i missed the youth leader polar bear swim gotta love youth,NEUTRAL
painting,NEUTRAL
oh nos what happened,NEUTRAL
getting ready to launch the podcast of chapter of turning left at albuquerque this morning i know youre excited so am i,POSITIVE
its so hard to keep up with everything theres the whole coldplaying twitter facebook and not to talk about real life impossible,NEGATIVE
about to clock into work,NEUTRAL
now we are also on twitter follow us to know the latest,NEUTRAL
i kno i kknow sigh been on but it sux,NEGATIVE
mr tweet i think,NEUTRAL
ive become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already,NEGATIVE
this is for nicole its raining make sure you bring an umbrella see its not about the pack train im on today,NEUTRAL
haha sorry its past my bedtime,NEGATIVE
texas chainsaw massacre the next generation tis nothing but pure insanity can i have the title of queen of watching bad horror films,NEUTRAL
i definitely missed listening to the spill canvas i miss seeing them live as well now im in stitches ooooover you and oooover you oh,NEGATIVE
had a great weekend in stuttgart at the befahconference wonderful people nice discussions and lots of fun together were strong,POSITIVE
who goes bowling anymore me and my friends,NEUTRAL
im just following you because were both wearing converse,NEUTRAL
hun are you okay i see alot of your posts your exercising like madnot eating or sleeping,NEGATIVE
its brokey,NEUTRAL
had a fun time at the concert almost got a picture with taylor momsen freakin next in line then she left,POSITIVE
hm im happy but i want to join drama practice today,POSITIVE
finally synced ipod,NEUTRAL
if you register now youll be able to buy in prepresale next year saturdays gonna be mayhem on internet wake up early girl,NEUTRAL
no dont really mean anything to me anymore l it did when good old top of the pops was on every sat or friday or something,NEGATIVE
