filtered text,label
the most innovative company apple doesnt have an official twitter acct for the company httptcokcfliwwf apple appieofflciai,NEGATIVE
rt clytncpr there needs to be a texas flag emoji apple,NEUTRAL
fuck you apple,NEGATIVE
rt clytncpr there needs to be a texas flag emoji apple,NEUTRAL
apple i have been on hold for minutes thank god i sold most of my stock is this comcast or apple,NEGATIVE
got my iphone iphone iphone apple appstore,NEUTRAL
apple drdre next big thing wireless earbuds aka earplugs with sound soundplugs,NEUTRAL
enjoyed applepay ads by chase wbleachersmusic httptcorabynyu amp wellsfargo httptcocrgctsska where u at cvshealth aapl,NEUTRAL
can we get a touch screen macbook apple,NEUTRAL
rt frankthepilot can we get a touch screen macbook apple,NEUTRAL
apple please stop notifying me to upgrade icloud storage because i do not use icloud enough to upgrade it nor would i pay for such things,NEGATIVE
rt frankthepilot can we get a touch screen macbook apple,NEUTRAL
apple your freaking computer went psycho and ruined my life thanks a lot,NEGATIVE
rt frankthepilot can we get a touch screen macbook apple,NEUTRAL
hey apple why wont you let me facetime claire stop being rude,NEGATIVE
stupid fucking iphone chargers are stupid and break too easy fuck you apple,NEGATIVE
rt tschwettman hey apple why wont you let me facetime claire stop being rude,NEGATIVE
tschwettman apple this is the worst day of my life,NEGATIVE
apple inc aapl stock in upward trend after explosive holiday quarter httptcoftpetsu aapl,NEUTRAL
tschwettman apple what about m e,NEUTRAL
apple i wish camera on the side in next iphone and landscapetwitter on twitter app in new rd,NEUTRAL
survey feedback on apple iwatch positioning as a fashion accessory over geekcentric gadget httptcoxsmarj httptcolrpnznrry,NEUTRAL
aaplcorporate earnings to contract short apple best of kasshttptcovmgqrth,NEUTRAL
rt frankthepilot can we get a touch screen macbook apple,NEUTRAL
cehajek tschwettman apple ellyeah vine this is gonna be the worst day of my liiiiife ohhh yeaaaaah,NEUTRAL
its sunday night wanna watch comet online if youre an apple person then just head on over to itunes httpstcoxtwfkiahzv,NEUTRAL
congratulations to apple for firmly reasserting itself at the top of my mosthated corporations list today justnotabumfluffbohemian,NEGATIVE
live from the apple ginza store applephania photography tech httptcorkezeg,NEUTRAL
nice try apple httptcoormmbkqig,POSITIVE
my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav deal with this apple,NEGATIVE
how do i log into icloud on my phone not the cut down mobile version argh anyone know apple,NEGATIVE
really pissed at apple trying to edit video and cant convert files due to not having the mpeg component anymore because of os update,NEGATIVE
apple all this despite the fact that the mpeg component came with my purchase of final cut pro,NEUTRAL
apple but i cant use the component on my tcp install disc due to the stupid os update so now i have to pay bucks to redownload it,NEGATIVE
apple so thanks for being greedy assholes who force me to pay to get something that i already fucking paid for with final cut pro,NEGATIVE
i bet siri apple is better some peeps httptcovmynman,POSITIVE
honestly fuuuuccckkkk you apple httptcoavvreguj,NEGATIVE
am i the only one that thinks the apple macbook pro needs to have touch id,NEUTRAL
could apple inc sell million apple watches in httptcoslteszkfe aapl,NEUTRAL
apple planning to strengthen india presence with stores across cities and towns httptcofbjhxel,NEUTRAL
iressdata agl sabjse aaplnas agllse ireasx fbunzx pbenzx,0
apple fuck yo shit,NEGATIVE
apple loses appeal to trademark app store in australia httptcocmfuqfvwy,NEGATIVE
apple when will you follow through amp equip macbooks with sims too can do well without sd card reader mobileoffice innovation userstory,NEUTRAL
fuck all fuck it all im sooooo sleep fix your shit apple,NEGATIVE
juicypotato apple tbh annoyed with apples shit at the moment,NEGATIVE
jaureganoo apple i say we start a riot or something i can supply the pitchforks,NEGATIVE
rt utunes hitting below the belt apple deleted rivals music from ipods court hears httptcoqiyqaukvc musicnews,NEGATIVE
nd i aint even leave the house yet apple water u doin fam,NEGATIVE
could apple inc sell million applewatches in the motley fool aapl httptcojahydu,NEUTRAL
thestreet corporate earnings to contract short apple best of kass aapl httptcovrswspbpd,NEUTRAL
thanks apple for the preview of your smartwatch fitnesstracker quantifiedself iot httptcowagnsdnc,POSITIVE
rt fakebananas thanks apple for the preview of your smartwatch fitnesstracker quantifiedself iot httptcowagnsdnc,NEUTRAL
apple is laughing its pants off with the school programs here in australia they even manage to wringe money out of the poorest of people,NEGATIVE
do not disturb setting so nice thx apple,POSITIVE
photo yaaass shoutout to appleholidays and to stevejobs for being amazing iphone stevejobs httptcoiobbnmq,POSITIVE
rt fakebananas thanks apple for the preview of your smartwatch fitnesstracker quantifiedself iot httptcowagnsdnc,POSITIVE
edwardkb haha iphone autocorrectfail apple not applebees,NEUTRAL
rt fakebananas thanks apple for the preview of your smartwatch fitnesstracker quantifiedself iot httptcowagnsdnc,NEUTRAL
so apple for the headphones,POSITIVE
since steve jobs left this world i have been having problems with my iphone ipad gmacpro apple is done httptcoeylhjtk,NEGATIVE
poor dudes out here gettin slandered because he wants to argue against apple,NEGATIVE
rt yungjoseg poor dudes out here gettin slandered because he wants to argue against apple,NEUTRAL
extra off on apple ipad air using flipkart app httptcowdeahzg flipkart bigappshoppingdays apple ipadair ipad offer,NEUTRAL
why apple should ditch tomtom and license map data from here httptcombgyrvplb,NEUTRAL
apple when u gonna publish gb again to nationwide store i almost cry,NEGATIVE
apple apples iphone china unicom lead monday december httptcoslrkhghdpe,NEUTRAL
my phone is so shitty even the time freezes apple httptcomhrmlqfx,NEGATIVE
wars and battles is featured on the app store in the category best new games in countries apple thanks httptcohtgotyj,POSITIVE
aaplapples iphone china unicom leadtimeshttptcougtzfdhuj,NEUTRAL
happy monday my camera on my fancy apple iphoneplus suddenly stopped working this weekend so instead i meme httptcoktimoxwesr,NEGATIVE
mainenitin good morning looks like ill be hanging at the apple store with the students and snowbirds sometime this week,NEUTRAL
stevewoz apple apple stock has doubled since steve jobs death and increased x since his return in the late s,POSITIVE
stevewoz apple iphone the next iphone will be out in months making the the case mm thicker would make sturdier and lens flush,NEUTRAL
take the stress out of looking for christmas presents amp get a student discount at apple httptcoulqhvlvzly httptcovoutagb,POSITIVE
apple matches increase in earnings use q eps on your iphone aapl httpstcopyucutyrx,NEUTRAL
apples best of the itunes store elevate and pixelmator win top app honors httptcokwjwoud aapl,NEUTRAL
apple could release inch iphone mini next year aapl aapl httptcojlwfujey,NEUTRAL
will the iphoneplus shortage hurt apple apple this christmas monday december httptcoiqbuarms,NEUTRAL
million iphone users have never bonked to apple applepay monday december httptcomvyxufahd,NEGATIVE
suzanneboyd apple it stopped working i would be screaming im getting mine,NEGATIVE
httptcogrrbufpks follow appleholidays httptcozvbvogy,NEUTRAL
my ear deleted whats app during a phone call apple,NEUTRAL
will apple incs profit margin continue upward aapl aapl httptcomkjxslhf,NEUTRAL
aaplapple exec gets a federal prison sentence for taking kickbacks on leakhttptcoptyctvoya,NEGATIVE
will apple apple head back to jobs ideology with in iphones monday december httptcowpplcjgeyf,NEUTRAL
all they do is steal your money apple,NEGATIVE
apple doesnt need no stinking streaming media stick aapl aapl httptcohmxdzfzlc,NEGATIVE
aaplupdate taiwan nov export growth tops expectations despite china weahttptcodwzunxqpt,NEUTRAL
apple i give up you beat me trying to manually add music to my iphone has left me a broken man itunes apple,NEGATIVE
apple my app store aint working y,NEGATIVE
suzanneboyd apple is that a chicfilet mug hes holding my daughter brought on these characters home that talksabsolutely hilarious,NEUTRAL
lesson dont fuck with apple apple exec has been given a year in prison for leaking information to asian suppliers httptcowoonrkte,NEUTRAL
alle news zu iphone ipod und apple apple watch monday december httptcoiomjkkt,NEUTRAL
apple ur products are shit they break ur ruining my life,NEGATIVE
zoeejanoskians apple what happened omd,NEUTRAL
hlpstaluke apple one of you stepped on my phone last night and its smashed and doesnt work,NEGATIVE
zoeejanoskians apple what the fuck show me,NEGATIVE
dan nathan how to profit from apple stock aapl aapl httptcowkeoflidq,NEUTRAL
apple id like to see emojis that look like me,NEUTRAL
former apple inc supply manager sentenced to prison fined million for corporate espionage aapl aapl httptcosnxcwukpi,NEGATIVE
ahhhh y el apple store of course madridxanadu,NEGATIVE
apple price target raised at bmo capital sees unfulfilled iphone demand pushed into march quarter aapl aapl httptcovldkftjw,NEUTRAL
hope apple store arndale could pass on to the staff member staff thats visually impaired she is an inspiration great work inawe welldone,POSITIVE
apple stock in upward trend after explosive holiday quarter apple watch release in aapl aapl httptcozvdtpbyla,POSITIVE
doh turns out the ipod at the heart of the m apple antitrust case is the wrong model httptcowjrivzv,NEUTRAL
doh turns out the ipod at the heart of the m apple antitrust case is the wrong model httptcoscfohyxkin,NEUTRAL
apple facing a challenge from googles android aapl aapl httptcompcuccfm,NEUTRAL
help s wont sync doesnt even give option w latest itunes tried fixes i found no bueno thoughts apple techsupport,NEGATIVE
apples iphone leadtimes still longer than previous models aapl aapl httptcobktnwttm,POSITIVE
apple lawsuit could collapse as new evidence comes to fore httptcowhjsdflq,NEUTRAL
will the iphone plus shortage hurt apple this christmas aapl aapl httptcotjfgaehzha,NEUTRAL
so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll mfi,NEUTRAL
apple may be forced to rethink ipod touch as demand surges aapl aapl httptcoaphuzwf,NEUTRAL
former apple inc exec gets a year in prison for selling secrets httptcoyayqwvlr aapl,NEGATIVE
apple well done you cunts my printer dont work since your fucking yosemite update pricks,NEGATIVE
rt brandfuel so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll mfi,NEUTRAL
apple retail locations to offer free coding workshops dec th as part of the hour of code httptcoyvxawpyjb,NEUTRAL
apple intraday comments preopening premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEGATIVE
after china russia may ban some apple products fearing espionage httptcoujuzswqgd httptcodjckeuqp,NEUTRAL
must read apples iphone china unicom leadtimes aapl aapl httptcokgbfuflo,NEUTRAL
rt srig after china russia may ban some apple products fearing espionage httptcoujuzswqgd httptcodjckeuqp,NEUTRAL
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here httptcoutkeapbxf,NEUTRAL
what is going on with aaplsell or hold,0
apple minneapolis isnt cupertino when siri tells me its in december no need to add the brr f yeah might be more appropriate,NEUTRAL
apple is the iphone yk compliant,NEUTRAL
aapl might invest in tsla to increase rampd plus increase production multifolds in ev cars suvs by most of us amp chinasupercharged,NEUTRAL
the power of apple s strong branding and store design in one photo httptcocjobpvzezk via qz httptcohdphjhw,NEUTRAL
guys my mac is flipping out flashing folder with question mark at start up what do i do help apple mac macbook apple computer,NEGATIVE
dell ordering a laptop today how about i try apple or lenovo instead maybe their reps will be kind instead of this behavior,POSITIVE
apples pt raised by citigroup inc to httptcolnhaofrxu aapl aapl,NEUTRAL
apples pt raised by citigroup inc to httptcourdsoszgy aapl aapl,NEUTRAL
need to lock down a sponsorship deal with swatch nike amp apple thank you for your cooperation regards uncle mike,NEUTRAL
apple thank you httptcowmsinaauqf,POSITIVE
rt srig after china russia may ban some apple products fearing espionage httptcoujuzswqgd httptcodjckeuqp,NEUTRAL
apple fibonacci technicals levels intraday preopening aapl aapl httptcogeqdxkqyx,NEUTRAL
mcdonalds shares a slice with iphone lovers apple httptcovvtzerokz,NEUTRAL
stevejobs predicted the future of ecommerce back in and got it exactly right aapl httptcoukfvaleau,NEUTRAL
apple inc vs google inc the battle of the tech giants aapl aapl httptcojrumzegcg,NEUTRAL
here is the new ipad ad aapl httptcoecqkddtsk httptcocbpemtkvb,NEUTRAL
aapl undertheradar stock picks from buffett icahn soros and fellow bhttptcoqsxqqpagq,0
woah woke up to apple emails of someone trying to verify that email for their device my email minus which makes no diff on gmail,NEGATIVE
takes more than marketing to convert shoppers to buyers apple amp victoriassecret create a total sense experience httptcoagjr,POSITIVE
aapl slide opens opportunity cant fill iphone or plus orders plus rumored to be much much higher than prev reported,NEGATIVE
apple ceo tim cook comes out as gay apple httptcoeufqqpmjj via poshnet,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcoictidp,NEUTRAL
iphone plus captures of us phablet sales aapl httptcopbmdzgw,NEUTRAL
block trade detected in aapl,0
bruh apple real niggas need that gb ipod touch already,POSITIVE
apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
apple continues beefing up digital audio expertise by hiring dana massie from audience httptcovofdcnz aapl,NEUTRAL
aaplone of apples earliest employees describes the first time steve jobs httptcoexzglora,NEUTRAL
apple matches increase in earnings q eps in ios app donkey stocks on your iphone aapl httpstcocbugrehzs,NEUTRAL
my phone keeps restarting on its own apple dont play me like that,NEGATIVE
rt ratingsnetwork apples pt raised by citigroup inc to httptcolnhaofrxu aapl aapl,NEUTRAL
rt srig after china russia may ban some apple products fearing espionage httptcoujuzswqgd httptcodjckeuqp,NEGATIVE
why the ipad is anything but doomed aapl aapl httptcofkzopemj,POSITIVE
reminiscing on the first lowcost computer which out of the box you didnt have to be a geek to use httptcoyhmvtfznk apple,NEGATIVE
last night i had like more apps than i do now whats up with that apple i hate you,NEGATIVE
our first ever onfoodableweekly much to discuss on this episode apple pay habitburger httptcoemfkvwngio,0
apple apple is developing an iphone that fires laser beams to map surroundings monday december httptcodwufxrkk,NEUTRAL
apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
headed to ikea and apple store today yikes or yay dayoffduties,NEUTRAL
jeffstaple tell apple to update their events page theres no listing for your presentation,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcoxxlhzbogu,NEUTRAL
edgf jane horvath director of global privacy apple is speaking,NEUTRAL
former apple manager sentenced to one year in prison million fine in leaked secrets case mac blog httptcovmeiomrtn aapl,NEUTRAL
im so pissed i plugged my phone in overnight but it didnt charge fuck u apple,NEGATIVE
apple siri was wildin last night yall need to get her httptcosdzupvs,NEUTRAL
iphone and plus sales are growing steadily worldwide aapl aapl httptcoxdwuorh,NEUTRAL
smileforgoogle apple yknow that time it restarted and then my phone got blue screen lol wtf,NEGATIVE
why does yosemite constantly restart due to an error when left over night onlyme apple,NEGATIVE
bloombergtv former apple exec sentence to year in prison for fraud httptcohqhzuwa aapl,NEGATIVE
there is nothing in life more fragile than an apple branded lightning cord apple,NEGATIVE
what has apple done now rt mitrebox httptcohlmkpqv,NEUTRAL
purchase a apple tv value simply by watching ads on vidfall check out vidfallauction here httpstcofxdypubm,NEUTRAL
consumers demand more units of the iphone and plus aapl aapl httptcovunfbklp,NEUTRAL
wtf is my conputer doing i left it alone for five minutes and it does this help apple billgates httptcoktmxorpw,NEGATIVE
kayhlogan apple billgates the void awakens,NEUTRAL
shout out to apple for making crappy iphone alarms that dont go off and make me late for my final,NEGATIVE
how to profit in apple aapl options trade trading finance short bet hedge httptcoamlmfajdq,NEUTRAL
apple assigned aa credit rating by morningstar aapl aapl httptcoslqqrkwgyp,NEUTRAL
updated to yosemite on two machines both are now painfully slow thanks apple,NEGATIVE
apple testflightapp you should tell testers that if using gmail on ios your app wont work doesnt tell testers at all,NEGATIVE
apple continues beefing up digital audio expertise by hiring dana massie from audience aapl aapl httptcostllinwy,POSITIVE
what if apple bought telsa talent is key cook has access to musks bright mind on a permanent basis read more httptconxhkhtgjl,NEUTRAL
steve jobs predicted future of ecommerce back in amp got it exactly right httptcowqgscbh via sai ecommerce aapl,POSITIVE
yo apple i didnt need a subject line for my text amp imessages folk,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcoypwnwgfrd,NEUTRAL
new ipad ad focuses on getting things done zdnet httptcoviezcttw via zdnet amp thepcdoc apple,NEUTRAL
dear apple amp itunesmusic i understand you want to protect me is there any way you can cool it on password lockouts amp resets,NEGATIVE
will apple and facebook crush google the motley fool aapl fb goog httptcomerlriodf,NEUTRAL
tech stocks that could soar in the motley fool goog aapl fb httptcolcutxtzx,NEUTRAL
rt mydigitalcoco mcdonalds shares a slice with iphone lovers apple httptcovvtzerokz,NEUTRAL
hey apple my ipod touch is acting all wonky and ive done the factory settings and reinstalled stuff and nothing any other ideas,NEGATIVE
citigroup inc boosts apple price target to aapl aapl httptcoyjayxmbis,NEUTRAL
im short on aapl with put options on the apple stock,NEUTRAL
apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
block trade detected in aapl,NEUTRAL
aaplknicks jets giants all new york sports are rotten to the big apphttptcogcjetwib,0
pretty bad apple my iphone has life left and it is only am,NEGATIVE
it makes you smarter elevate is apple app of the year congratulations jessepickard and team httptcorcgmthocc,POSITIVE
happy monday my camera on my fancy apple iphoneplus suddenly stopped working this weekend so instead i meme httptcoxdysgcxuuv,NEGATIVE
apple inc to open stores in india httptcoamxjhnyh aapl,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcoqzkalxy,NEUTRAL
ive abandoned itunes and im never going back because googlemusic is so much better aapl goog httptcodpptxrtvp,NEGATIVE
aaplhow to get an unsubsidized smartphone for httptcofrqhiwnfp,NEUTRAL
rt nicwill shout out to apple for making crappy iphone alarms that dont go off and make me late for my final,NEGATIVE
hey apple my iphone was fully charged at am now its on is that a common battery life,NEGATIVE
innovation has died with steve jobs apple macintosh aapl httptcopjgzbufc,NEUTRAL
apple inc is doomed aapl dropped by currently priced at httptcokpkmjsbf aapl,NEGATIVE
apple ceo tim cook comes out as gay apple httptcoeufqqpmjj via poshnet,NEUTRAL
rt schreier it makes you smarter elevate is apple app of the year congratulations jessepickard and team httptcorcgmthocc,POSITIVE
whos buying all those new iphones anyway aapl aapl httptcooerygghnsc,NEUTRAL
rt schreier it makes you smarter elevate is apple app of the year congratulations jessepickard and team httptcorcgmthocc,POSITIVE
block trade detected in aapl,NEGATIVE
schreier sequoia apple jessepickard yes it surely is a smart game even peak is good,POSITIVE
rt schreier it makes you smarter elevate is apple app of the year congratulations jessepickard and team httptcorcgmthocc,POSITIVE
knock for iphone now lets you lock as well as unlock your mac via bluetooth httptcovkkauvargg smhq aapl,NEUTRAL
rt hamzeianalytics block trade detected in aapl,NEGATIVE
happy monday my camera on my fancy apple iphoneplus suddenly stopped working this weekend so instead i meme httptcombjvsd,NEGATIVE
in the apple ipod antitrust case recent development plaintiffs may never have bought the ipods in the first place httptcoivbjayjgm,NEUTRAL
apple make a fucking phone so the screen doesnt break i want my phone to be naked and free,NEGATIVE
why apple needs china to love the applewatch aapl httptconooedaizt via themotleyfool wearables wearabletech apple,NEUTRAL
i hate it that my office emails not pushing emails now its fetching but on my settings it says push appleprobs appleproblems apple,NEGATIVE
love the new apple ipadair tv spot httptconwaixsje,POSITIVE
sforsimrat i thought abt apple when bought dell lemon tried to save wasnt worth savings regretting ever since dellcares dellhell,NEGATIVE
condoseniors said apple needs to supply condo with dedicated tech so many issues with iphone imac ipads warrants it tech will eat well,NEGATIVE
reminiscing on the first lowcost computer which out of the box you didnt have to be a geek to use httptcoxqaspopgk apple,NEUTRAL
mastercard teams up with gwen stefani to promote apple pay and priceless surprises httptcosqkeuvjp aapl,NEUTRAL
tim cook shows off apple watch to chinese internet official discusses security issues httptconrcjqsm aapl,NEUTRAL
we know that apple have a strong supply chain but what is it that makes it that way supplychain operations httptcopkrjyhcv,NEUTRAL
apple is developing an iphone that fires laser beams to map surroundings patent reveals httptcofgzrvqbk aapl hnhd,NEUTRAL
first to own digital languages ip is new leader of the internet terms based on performance apple samsung httptcojjfxoccv,POSITIVE
wa haha apple techs seeing the condoseniors cookery should jump at opportunity,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcohxqrytnfz,NEUTRAL
job listings suggest apple plans to boost its rumored virtual reality program httptcooylhapsbts vr aapl,NEUTRAL
thank u apple for having outstanding customer service amp exchanging a phone case that was clearly not made the power user customerforlife,POSITIVE
glad im getting a non apple computer four macs in a row httptcoklrgfaon,NEGATIVE
fucking apple are memer faggots httptcowhbpxtrcj,NEGATIVE
nigxnog apple bruh that means u type that a lot u fuckin punk bitch,NEGATIVE
aaplglu mobile gluu stock gains on insider buyshttptcontkuybluti,0
so to the techs at apple,POSITIVE
samsung how will the galaxy note improve on its predecessor ssnlf aapl httptcoqsrblpbgv,0
rt schreier it makes you smarter elevate is apple app of the year congratulations jessepickard and team httptcorcgmthocc,POSITIVE
apple paypal and mobilepayments worldwide aapl httptcovumguwyqr,NEUTRAL
dear apple can you please create a middle finger emoji asap sincerely all iphone users,NEGATIVE
rt theywantvonnie dear apple can you please create a middle finger emoji asap sincerely all iphone users,NEUTRAL
rt theywantvonnie dear apple can you please create a middle finger emoji asap sincerely all iphone users,NEGATIVE
apple fibonacci technicals levels intraday update aapl aapl httptcotuvnzv,NEUTRAL
debunking one of apples biggest myths httptcozljmuapqv aapl,NEUTRAL
rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl httptcotuvnzv,NEUTRAL
you gotta be kidding me apple httptcoxbqonho,NEGATIVE
theyre not rt naivana you gotta be kidding me apple httptcogeelalt,NEGATIVE
rt lunchgod theyre not rt naivana you gotta be kidding me apple httptcogeelalt,NEUTRAL
at all rt lunchgod theyre not rt naivana you gotta be kidding me apple httptcoffxwfqjpi,NEUTRAL
yesh rt lunchgod theyre not rt naivana you gotta be kidding me apple httptcomttmwuvd,NEUTRAL
rt theywantvonnie dear apple can you please create a middle finger emoji asap sincerely all iphone users,NEUTRAL
all of my apple product chargers look like that rt lunchgod theyre not rt naivana you gotta be kidding me apple httptcolxkhinwd,NEGATIVE
apple incs aapl momentum seems nearly unstoppable httptcotgyqezx aapl,POSITIVE
heres apples favorite apps of httptcodsqcrmiwaq elevate is threes is gameoftheyear httptconylokfqbk,NEUTRAL
apple apple names its best iphone and ipad apps of the year monday december httptcomjyswncqv,NEUTRAL
same struggle rt lunchgod theyre not rt naivana you gotta be kidding me apple httptcorkrkspnm,NEGATIVE
would you recommend buy the aapl dips,0
higher price targets are not helping apples shares forbes aapl httptcozespzbyc,NEUTRAL
higher price targets are not helping apples shares aapl aapl httptcoqtliixyed,NEUTRAL
rt jpdesloges higher price targets are not helping apples shares aapl aapl httptcoqtliixyed,NEGATIVE
scarlettsinatra lunchgod naivana apple simple solution httptcotwswcaxcj,NEUTRAL
typo launches new iphone keyboard avoiding previous blackberry lawsuit ios blog httptcomnbvaax aapl,NEUTRAL
interesting apps pop up when you search for beta on the apple app store,NEUTRAL
cnbctv bulls running with gopro amp apple gpro aapl httptcoznjhujb,NEUTRAL
our apple watch prototype for the male couch potato smithandbeta clorox zemanta digidaydbs httptcozkzvkbxaw,NEUTRAL
cnbctv citis apple optimism aapl httptcocgrefib,NEUTRAL
yeah thing im inspired by is apple of course so apple here is tv ad from httptcosmgehgbo apple tvad,POSITIVE
apple fibonacci technicals levels intraday update aapl aapl httptcokdhwgm,NEUTRAL
mastercard debuts new ad spot starring apple pay and gwen stefani httptcogppcwzetbu aapl gwenstefani,NEUTRAL
bloombergtv wozniak what really happened in stevejobs garage httptcodmnbzukzoz aapl,NEUTRAL
heres why apple shares will reach analyst aapl httptcokmuknqty,POSITIVE
apple apple is developing an iphone that fires laser beams to map surroundings monday december httptcoifthvjxvz,NEUTRAL
rt pulsepointbuzz our apple watch prototype for the male couch potato smithandbeta clorox zemanta digidaydbs httptcozkzvkbxaw,NEUTRAL
rt acrossthebartv our first ever onfoodableweekly much to discuss on this episode apple pay habitburger httptcoemfkvwngio,NEUTRAL
great service at apple bethesdarow thanks jenna and brandon,POSITIVE
apple conclusion best client service ever,POSITIVE
how many iphone chargers do i need to go through apple make charger durability a point in the new iphone,NEGATIVE
no caller id must be able to be blocked on appieofflciai products applenws apple apple iphone iphoneplus,NEGATIVE
tim cook shows off apple watch to chinese internet official discusses security issues aapl aapl httptcoygmljvd,NEUTRAL
nice uber apple says these are the best apps of httptcohafmqqqdo via techland,POSITIVE
comparison between apple maps and google maps httptcofyzgwvmnr longreads webdesign,NEUTRAL
yo apple why yall make it so hard to grip the,NEGATIVE
apple just patented an idea that stevejobs would have hated aapl httptcoehkiztr httptcobifxpte,NEGATIVE
google facebook intel apple pay your taxes in our country httptcojskjvsj,NEGATIVE
apple watchs highpriced fashion focus on the mark survey says aapl aapl httptcodcjgiq,NEUTRAL
aaplapple returns cash to shareholders because its out of ideas on how tohttptcoavznjvsqnq,NEGATIVE
how many of apples top apps of do you have downloaded on your phone httptcobtogscdgc,NEUTRAL
applecare only cares about apple beware of false prophetsi mean profits,NEGATIVE
granitewinger apple beware of anything that includes the word care,NEGATIVE
apple fibonacci technicals levels intraday update aapl aapl httptcocxxdfrhtm,NEUTRAL
ive been talking with apple support for almost hours absolutely no help at all,NEGATIVE
why the fuck is there a recently deleted photo album apple,NEGATIVE
come on aapl get your shit together,NEGATIVE
the best iphone games you should play this week httptcossokhrtlil via techland aapl,POSITIVE
rt justpoetic why the fuck is there a recently deleted photo album apple,NEGATIVE
massive mobile tech companies like apple xiaomi are excited by wearables and investing million into misfit httptcogeaenrqdh,NEUTRAL
massive mobile tech companies like apple xiaomi are excited by wearables and investing million into misfit httptcopnshegzy,NEUTRAL
uk where to buy iphone iphone plus iphone s iphone c iphone iphone s httptconnzprzul aapl,NEUTRAL
mastercard teams up with gwen stefani to promote apple pay aapl aapl httptcoetokpcw,NEUTRAL
apple aapl plans to launch iphonemini version in dec httptcovqbcnqr httptcoeaxugfqkqo via zacksresearch,NEUTRAL
see which guru fund managers hold apple aapl httptcodnmlxmfvh,NEUTRAL
apple stores will host free coding workshops for hourofcode on httptcooovyh via techcrunch codeorg computerscience,POSITIVE
oh apple this is horrible packaging and shipping shame httptcojarpjyjzu,NEGATIVE
apple plans to launch iphone mini version in aapl aapl httptcocivvifxc,NEUTRAL
apple fibonacci technicals levels last intraday update aapl aapl httptcoyfrgxvawx,NEUTRAL
panic the inconsistency and overall weirdness that controls the apple appstore is why i archive previous versions easy to downgrade,NEGATIVE
tryng to get back on snapchat but the app store isnt cooperating apple,NEGATIVE
rumor roundup a tale of three rumor blogs aapl aapl httptcohrfciwc,NEUTRAL
viticci when is dropbox removing photo upload and are apple covering refund for those who purchased based on features that are no more,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
rt willliamlemar rt justpoetic why the fuck is there a recently deleted photo album apple,NEGATIVE
apple ios notification center is a pain in the ass no way to sort no way to dismiss all notifications and hitting that x on each app,NEGATIVE
iphone fell ft screen shattered like it was blown up apple wants an additional to fix it maybe make a product that lasts,NEGATIVE
is apple a symptom of a tech bubble could apple be overvalued b reasons for apples valuation httpstcomssfgcqiaf apple aapl,NEUTRAL
f u apple ur geniuses can suck my ass,NEGATIVE
justinbieber apple get on it,NEUTRAL
apple intraday comments last update premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
aapljim cramer why this is not the tech bubble we saw in httptcoyaghunbta,NEUTRAL
apple dec total trading daily profits sh aapl stockaction trading stocks mkt httptcolerfcrg,NEUTRAL
block trade detected in aapl,0
i hate my phone i cant use it its gone completely silent and if i were to call apple i would get even less help than i get now,NEGATIVE
tim cook nominated for times person of the year httptcoducwnkodt aapl,NEUTRAL
apple tv sales topped by chromecast aapl being pushed out apple inc aapl never made much of a fuss ab httptcofivlaaahw,NEGATIVE
apple you should have your old products available to the people at the same economic standing as our current market at this sec appstore,NEUTRAL
time is running out trading stocks futures forex trader spy qqq baba aapl gpro fb eem httptcojhbmskgb,0
thank you apple for being such a little troll but putting the option close right above the save tab legends,NEGATIVE
rt ihcfo gonna go out on a limb twtr will be this decades aapl,NEUTRAL
apple inc price at close december is apple aapl,NEUTRAL
apples tim cooke hits the nail on the head httptcocfrfgx timcook apple apple technews httptcocbhuaqbrl,POSITIVE
mondays analyst moves apple inc chevron corporation starbucks httptcowolrqcwby aapl,NEUTRAL
i love my phone so much thank you based god apple,POSITIVE
aaplheres why apple shares will reach analysthttptcoktqyusxrh,NEUTRAL
apple appstore i want to exchange a sealed gb air for a gb air i will pay the difference may i do this in a store,NEUTRAL
daring fireball transmit ios and icloud drive apple httptcokcbyqc,NEUTRAL
