tweet,label_1,label_2,final_label
fuck,NEGATIVE,NEUTRAL,NEGATIVE
iphone theres no how only me can be smashing that because i know youll cheat every now and then but that iphone stays anywhere i keep it,NEGATIVE,NEUTRAL,NEGATIVE
me waiting for iphone price to drop so that iphone price drops so that iphone rice dropsso that i can buy iphone,NEGATIVE,NEUTRAL,NEGATIVE
how to upgrade to iphone without losing data,NEGATIVE,NEUTRAL,NEGATIVE
unable to afford the new iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone is similar to iphone iphone was similar to iphone iphone was similar to iphone iphone was similar to iphone isnt iphone is quite similar to iphone idk why people are still wasting their money iphone apple,NEGATIVE,NEGATIVE,NEGATIVE
how annoying that in ios the more options icon is located on the right side of the corner where only the delete icon should be false taps always ios iphone ux,NEGATIVE,NEUTRAL,NEGATIVE
apple lets give right to repair a win by making the iphone more repairable also apple lets release a bug in ios that messes up iphones and up screens that has been repaired in an instance apple iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone bought in usa cant be used in india is that true bcoz of esim,NEGATIVE,NEUTRAL,NEGATIVE
imagine your friend buying an iphone and not buying one for you beware of fake friends,NEGATIVE,POSITIVE,NEGATIVE
last time i check iphone is around k you want to spoil years marriage because of iphone not even with iphonepro oyo is your case aunty,NEGATIVE,NEGATIVE,NEGATIVE
whats your thoughts on ios i dont know what to think like its cool to customize your lock screen and all but my battery gets drained like peoples bank accounts when a new genshin character comes out vtuber ios vtuberen iphonepro,NEGATIVE,NEUTRAL,NEGATIVE
my new apple watch is so vulgar lol i just put it on and this is what it said also i have no idea how or why lmao applewatchseries applewatch apple,POSITIVE,NEGATIVE,NEGATIVE
screen freezing already multiple times bought a new phone last week and this is what is happening iphone ap,NEGATIVE,NEGATIVE,NEGATIVE
never thought apple would release an iphone without any upgrade was expecting atleast a chip upgrade whats the point of releasing a new iphone if there is no upgrade why would anyone buy a new iphone when one can get the samething at a lower price,NEGATIVE,NEGATIVE,NEGATIVE
u no worth pass iphone iphone first before anythingu r nothing but vanity,NEGATIVE,NEGATIVE,NEGATIVE
the iphone front camera is so ass,NEGATIVE,NEGATIVE,NEGATIVE
my phone is broken i want iphone or iphone,NEGATIVE,NEGATIVE,NEGATIVE
not impressed that you sold me a lemon iphone pro that wont charge and scheduled my help appointment at best buy who say they cant help,NEGATIVE,NEGATIVE,NEGATIVE
some ios features arent ready but its for the bestheres why,NEGATIVE,NEGATIVE,NEGATIVE
has more than million total prepaid customers and they dont support esim yet highly surprising to me im pretty sure you are going to loose millions of customers after the launch of esim enforced iphone,NEGATIVE,NEGATIVE,NEGATIVE
apple cuts production of iphone buyers prefer pro models,NEGATIVE,NEGATIVE,NEGATIVE
iphone is continuously tracking you if you really care that much about privacy maybe you should consider turning this off its serious,NEGATIVE,NEGATIVE,NEGATIVE
i dont know why people spend months of there salary in depreciating assets ewwww iphone vs bitcoin,NEGATIVE,NEGATIVE,NEGATIVE
apple reportedly scales back iphone production due to lower demand,NEGATIVE,NEGATIVE,NEGATIVE
the worst customer service i have ever seeni wait for a whole day and still cannot find someone to solve my problemthe iphone still shows sos,NEGATIVE,NEGATIVE,NEGATIVE
anyone experiencing really weird camera software stutters with the iphone the auto focus seems really slow and the auto exposure is super laggy,NEGATIVE,NEGATIVE,NEGATIVE
i dont even want the iphone anymore cause where tf is the pinkkkk,NEGATIVE,NEGATIVE,NEGATIVE
iphone is disappointing iphone,NEGATIVE,NEGATIVE,NEGATIVE
shouldve kept the rounded edges on the iphone this joint making my hands hurt,NEGATIVE,NEGATIVE,NEGATIVE
in case you also got the new camera with satellite sos capabilities and are annoyed by the always on screen with the giant clock reminding you that the minutes of your life are ticking away heres how to fix it iphone display,NEGATIVE,NEGATIVE,NEGATIVE
whats the point of the expensive apple care if you have no intention of repairing my macbook and o,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro disappointing series so far,NEGATIVE,NEGATIVE,NEGATIVE
imagine having this stabilizer for your new iphone that would be sick dji djiom,NEGATIVE,NEGATIVE,NEGATIVE
i wonder how much apple paid to get everywhere youtube fb insta and even on twitter im so annoyed but aint getting one so i get the satisfaction of not falling for tim cooks scam iphone,NEGATIVE,NEGATIVE,NEGATIVE
hey havent had issues for two years and all of a sudden im dropping calls constantly since you rolled out the new iphone fuck off fuckapple iphonefail iphone crooks greedypiecesofshit,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro looking down on people still holding on to their kidneys punyhuman iphonepro iphone iphonepromax silly,NEGATIVE,NEGATIVE,NEGATIVE
iphone users are just wasting plots of land in the name of phone im not upgrading again invest this money somewhere and see the profit in the coming year than buying something that frequently gets outdated now iphone is out,NEGATIVE,NEGATIVE,NEGATIVE
pretty excited to see what the pixel is going to be about but i will say that the lack of changes in the iphone has caused me to lose a little interest in upcoming devices,NEGATIVE,NEGATIVE,NEGATIVE
simple waste iphone series no change compare to iphone series india cost very very high cost no benefit now using series dont upgrade to series same all features same and one only change dynamic island this all iphonepro iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
to fix it or god forbid replace it yourself well see you cant the company made it so if anyone other than the company tries to fix or replace something everything breaks and now your paying more than what it cost to fix welcome to the iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone really sucks iphone,NEGATIVE,NEGATIVE,NEGATIVE
apple iphone users facing camera shaking issues apple camerashakingissues appletofixcameraissues iphone iphonemax iphonepromax iphonecamerashaking,NEGATIVE,NEGATIVE,NEGATIVE
fastbds from indonesia building the future of banking technologies it allows banks to make any systemweb teller system mobile banking and internet banking iphone google whatsappshow tiktok metaverse disgusting turkey singapore merpati azerbaijan najib president,NEGATIVE,NEGATIVE,NEGATIVE
the shaking issues of iphone pro come from the bug optical image stabilization hardware which may also lead to rattling sounds while using certain thirdparty applications,NEGATIVE,NEGATIVE,NEGATIVE
wth is this they ditched the sim tray for a block of plastic good riddance iphone iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
nah i want a phone that is bigger,NEGATIVE,NEGATIVE,NEGATIVE
ios fuckn my battery up they aint slick thats why they said iphone got the best battery knew what they was doin,NEGATIVE,NEGATIVE,NEGATIVE
im shocked at how anti consumer continues to be going as far as making its most popular iphone unrepairable but then redesigning the less popular models for repairability just so they can point at it like they tried its real scummy we see you iphone,NEGATIVE,NEGATIVE,NEGATIVE
i was pretty excited to see tear down of the iphone but then i seen the tear down of the iphone pro and now im torn i was considering a pro iphone for the first time ever but the non replaceable back glass is a big no for me too bad iphone,NEGATIVE,NEGATIVE,NEGATIVE
claim a photo shows three people with bloodstained bandages on their abdomens after they sold their kidneys to buy the new iphone fact the claim is satirical misbar found that the photo was first posted by a beauty clinic in laos as a marketing ploy for the clinic,NEGATIVE,NEGATIVE,NEGATIVE
why are people still purchasing iphone just few minor changes on every successor and the price is way too high nor they provide in box charger earphones or a silicon case i hope they get penalised for this iphone iphonepromax apple,NEGATIVE,NEGATIVE,NEGATIVE
dont be perfect be real,NEGATIVE,NEGATIVE,NEGATIVE
didnt you just get an iphone pro im pretty sure them iphones dont have sensors lol,NEGATIVE,NEGATIVE,NEGATIVE
i heard iphone battery is shit because of always on display and they also increased the cost of replacing the battery very very sneaky tbh they just need to work on creating a better battery but we know they wont as people wont upgrade apple iphone,NEGATIVE,NEGATIVE,NEGATIVE
its whack that its broken but the iphone is the worst iphone i ever owned no issues on a gs s s but the was trash from day one wanted to hold out on upgrading until there was a vast difference in features but it didnt last apple iphone,NEGATIVE,NEGATIVE,NEGATIVE
the apple iphone pro is an utter disaster of a phone unstable glitchy poor battery faulty camera this monstrosity is being returned to the apple store today moving over to samsung android goodbye garbage iphone iphonepro apple iphone android,NEGATIVE,NEGATIVE,NEGATIVE
damn you powerful business for making things cost so darn much hold on how do i turn off spell check on my new iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone is failing already apple,NEGATIVE,NEGATIVE,NEGATIVE
the quality in action mode is trash tryandletmeknow video apple iphone pro max lol,NEGATIVE,NEGATIVE,NEGATIVE
apple id kill for an iphone cbrock,NEGATIVE,NEGATIVE,NEGATIVE
imagine buying a brand new iphone pro max but no one to text to,NEGATIVE,NEGATIVE,NEGATIVE
apple iphone pro suffers camera issues in rd party apps iphone iphonepromax iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
thats ugly iphone dynamicisland,NEGATIVE,NEGATIVE,NEGATIVE
seems like iphone release is not as smooth as iphone lots of issues,NEGATIVE,NEGATIVE,NEGATIVE
if you are not using iphone by now you are not a big boy i agree am not a big boy,NEGATIVE,NEGATIVE,NEGATIVE
still leaving customers in the dark they just gave up entirely on the iphone launch guess this is the new norm in this fakeworkfromhome lifestyle people now live lol,NEGATIVE,NEGATIVE,NEGATIVE
not impressed iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone is an overpriced piece of crap,NEGATIVE,NEGATIVE,NEGATIVE
bro iphone is the buggyest iphone i have ever purchased like a third of my apps are broken,NEGATIVE,NEGATIVE,NEGATIVE
not worth it you get the same animations or much better with so many apps on android getting iphone pro for animations is a bad idea from aod to dynamic island everything is a copy i suggest wait for ipro,NEGATIVE,NEGATIVE,NEGATIVE
the case promotion with iphone on the last videos of are clever but insane,NEGATIVE,NEUTRAL,NEGATIVE
whats the point of the expensive apple care if you have no intention of repairing my macbook and,NEGATIVE,NEGATIVE,NEGATIVE
when you figure out that they managed to make you shell out another k to get a new phone and its actually slightly worse than the one you bought years ago well played apple well played iphone,NEGATIVE,NEGATIVE,NEGATIVE
honestly what is the point of the iphone its the same as last years iphone s people for the love of every,NEGATIVE,NEGATIVE,NEGATIVE
this iphone is nuts,NEGATIVE,NEGATIVE,NEGATIVE
iphone and its silly island can anyone explain how to end a phone call without waiting for the other person hanging up first really doesnt think its a phone,NEGATIVE,NEGATIVE,NEGATIVE
at least the font is different everything else looks pretty much the same on ios sad so see lack of innovation no need to buy an iphone since it is pretty much the same as my iphone and my old iphone they have lost the magic,NEGATIVE,NEGATIVE,NEGATIVE
ios was a trap for us to buy the iphone,NEGATIVE,NEGATIVE,NEGATIVE
you re paying a grand for a phone that cant even schedule a message iphone iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
rocking a broken screened samsungwho can afford iphone lol,NEGATIVE,NEGATIVE,NEGATIVE
the iphone and iphone are virtually identical the mini is gone and no one wants an overpriced iphone in the eyes of the iphone se is about to come into its own,NEGATIVE,NEGATIVE,NEGATIVE
since the last ios update my airpods max is having huge connectivity issues and now they wont charge,NEGATIVE,NEGATIVE,NEGATIVE
want to buy a new iphonepro but the high prices are an issue,NEGATIVE,NEGATIVE,NEGATIVE
apple treats youtube music like an afterthought on iphone no sound settings whatsoever iphonepro applemusic youtubemusic,NEGATIVE,NEGATIVE,NEGATIVE
faceid is just apples desperation to be different from other brands so much so that they now have that huge ugly pill for it on the iphonepro even tho they couldve just switched to a fingerprint scanner its in my opinion quite inferior to ultrasonic fingerprint scanners,NEGATIVE,NEGATIVE,NEGATIVE
this obsolete junk,NEGATIVE,NEGATIVE,NEGATIVE
compared iphonepro to iphonepro even though dynamicisland is smaller than the notch on iphone real estate on the display is smaller not good,NEGATIVE,NEGATIVE,NEGATIVE
i doubt that theyll have to do a lot of improvements to beat iphonepro and iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
have you been using shortcuts or custom icons with your iphonepro promax the experience is totally different than any other iphone in fact it may be even better vs when you dont use a shortcut a beautiful animation appears on dynamicisland instead of the pop up window,NEGATIVE,NEGATIVE,NEGATIVE
unimpressed with my new iphone pro battery life is poor compared to my iphone pro even after upd unexpected for a phone costing over iphonepro iphoneprobattery,NEGATIVE,NEGATIVE,NEGATIVE
people are going mad because of the dynamic island bugs amp iphone pro camera bug just chill lads mistake happens give them time and stay away from youtube vids like this just sharing my opinion iphonepro iphonepromax camerabug dynamicisland,NEGATIVE,NEGATIVE,NEGATIVE
how pathetic iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
the iphonepro has been a modest upgrade but i have my thoughts about software and bugs one of which is how landscape disables dynamicisland but there are still animations for it that are broken,NEGATIVE,NEGATIVE,NEGATIVE
really not impressed with my new iphone pro battery life is very very poor not what you expect for a phone that costs over k iphonepro iphoneprobattery,NEGATIVE,NEGATIVE,NEGATIVE
so many issues and they still didnt solve the battery haptic keyboard draining battery and aod crap apple takes their time but comes out with a superior product haptic keyboard amp aod are not new and apple definitely didnt release a better version iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
its sad but im returning my iphonepro camera takes photos which are cold washed out no depth poorer battery life just doesnt feel like an upgrade its a shame because the space black is stunning iphone apple,NEGATIVE,NEGATIVE,NEGATIVE
my iphone pro been sitting at customs for a minute maybe its camera is shaking and noising and they think its a bomb iphonepro cameragate,NEGATIVE,NEGATIVE,NEGATIVE
after this you will not want it for free the truth about apple,NEGATIVE,NEGATIVE,NEGATIVE
hey i just upgraded my iphonexs to the iphonepro wow what a disappointment after activating the preorder friday ive had nonstop connection problems internet is always dropping and im inaudible on phone calls the old xs next to it still fine this is an upgrade,NEGATIVE,NEGATIVE,NEGATIVE
if it wasnt clear this was shot on the new iphonepro and edited in lightroom mobile obviously a phone camera cant rival a true mirrorless camera but damn if they arent getting real real good,NEGATIVE,NEGATIVE,NEGATIVE
iphone did all the hardwork n research for dynamic island and android just made an app call dynamic spot dear apple u r wasting time not android iphonepro dynamicisland dont laugh pls,NEGATIVE,NEGATIVE,NEGATIVE
iphonepro is shit,NEGATIVE,NEGATIVE,NEGATIVE
wow iphonepro has the absolute worst battery life on an iphone that i have ever experienced set up as newturned off always on display its really bad returning and ordering the larger size in hopes it lasts longer,NEGATIVE,NEGATIVE,NEGATIVE
man this iphonepro is a battery hog terrible,NEGATIVE,NEGATIVE,NEGATIVE
dear i am trying to buy iphone pro but it is not available in nearby stores at seattle us could you please a,NEGATIVE,NEGATIVE,NEGATIVE
all yall criticising and trying to beat on the iphone pro models dont be bitter coz your broke asses cant afford the iphone pro and youre stuck with the or it is better than the previous models end of story iphonepro iphone,NEGATIVE,NEUTRAL,NEGATIVE
the iphonepros dynamic island isnt very dynamic for me with a distracting design and limited app availability it hasn,NEGATIVE,NEGATIVE,NEGATIVE
how senseless you would be to use an iphonefreeconchollometro with zero assets and zero investments just saying iphonepro iphoneseries,NEGATIVE,NEGATIVE,NEGATIVE
looks like ios on iphone pro is a bit buggy tried using the action mode in the camera and it rebooted the phone iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
well i found out that u can not set up face id while the timer is on the dynamic island kept saying face id is unavailable and i was wondering why until i removed the timer i had set for some other reason wonder if the timer blocks the setup iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
at least they acknowledge the problem iphonepro technave,NEGATIVE,NEGATIVE,NEGATIVE
its been a week i have placed of iphonepro but is not delivering please support,NEGATIVE,NEGATIVE,NEGATIVE
i cant say im glad i bought the iphonepro to replace my pro to my eye the camera doesnt take drastically better p,NEGATIVE,NEGATIVE,NEGATIVE
yep rendered my pro just about useless got the pro the day it came out thinking it would be better and the battery doesnt even last a day the ios is killing phones that arent even a week old do better iphonepro iphone,NEGATIVE,NEGATIVE,NEGATIVE
four days later the iphonepro always on display is still throwing me off when i look at it i cant tell if i like it or not,NEGATIVE,NEGATIVE,NEGATIVE
come on apple sort it out your loyal fan base isnt impressed at least acknowledge there is an issues being worked upon iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
wow a dm yesterday no responseno communication now thats screwed up customerservice since verizon you own visible its time to fix the damn esim activation issues errors etc iphonepro apple,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro max is total disappointment for the people like myself who are so used to of great battery life of iphone pro max battery of pro max drains crazy fast iphonepro iphonepromax apple,NEGATIVE,NEGATIVE,NEGATIVE
ill be the one to say iti dont get the hype with the new dynamic island on the new iphone like thats the new fancy upgrade another place to get notications kinda weak apple iphonepro thatsit,NEGATIVE,NEGATIVE,NEGATIVE
well iphonepro has already camera stabilization issues imagine spending for a phone with bugs,NEGATIVE,NEGATIVE,NEGATIVE
what is going on with my iphone pro esim problemsimessage problems and now disappearing home screen widgets not what i expected for iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
apples strategy failed as iphone mini sales outpaced those of the iphone plus apple iphone iphonepro iphonepromax iphonemini smartphone news analysis update,NEGATIVE,NEGATIVE,NEGATIVE
im going to actively boycott the iphonepro until they put out a commercial that does not include lebron james i will use my pro until it explodes in my hand or pocket your move,NEGATIVE,NEGATIVE,NEGATIVE
this is why i would never buy an apple device the closed limiting ecosystem is all about profits for apple aapl app,NEGATIVE,NEGATIVE,NEGATIVE
only a lunatic would need a new iphonepro in few minutes do hyperlocals like have any rationale behin,NEGATIVE,NEGATIVE,NEGATIVE
dont know why my iphonepro is doing hard reset please look into it its a days old phone and already doing hard resets,NEGATIVE,NEGATIVE,NEGATIVE
i have been on apple ecosystem since just purchased iphonepro never felt so disappointedthis is a great product but company does not give chargerthe wire supplied is not good enough for my old chargeri will have to buy charger,NEGATIVE,NEGATIVE,NEGATIVE
not extremely impressed with battery life on the new iphonepro tbh,NEGATIVE,NEGATIVE,NEGATIVE
hours into my iphonepro and ive never been more disappointed in apple everything has been a problem so far data transfer cellular service transfer wont stay connected to wifi error messages in apps pain,NEGATIVE,NEGATIVE,NEGATIVE
yeah well your face also looks ugly under bright light iphonepro iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
the notch on the iphone pro is pissing me off already i want a refund iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
i hate apple i ordered my iphone pro max a few hours after the start of pre orders days ago and i still havent received it it still fucking processing come on apple it shouldnt be this hard everyone else has theirs like wtf apple iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
grotesquely overpriced apples app store wants cut on nft sales while the commission is standard for apple some have expressed their displeasure at the companys grotesquely overpriced cut of sales amansai crypto iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
this phone is crazy iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
thanks due to high demand i lost interest buying your new flagship iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
disappointing product maybe its just that the battery is bad meh it is the only iphone that i may rerun iphonepromax apple,NEGATIVE,NEUTRAL,NEGATIVE
hi how is iphonepromax battery compared to iphonepromax i heard its not great please review the iphonepromax after few days test and some users are facing camera issues what are your thoughts after using the phone in long term,NEGATIVE,NEUTRAL,NEGATIVE
sometimes the iphonepromax does not blow out the sky as shown but still that sun flare and dark shadows made it from not being as good as it should be,NEGATIVE,NEGATIVE,NEGATIVE
thanks to the lackluster iphonepromax upgrade im now switching to the samsung ecosystem,NEGATIVE,NEGATIVE,NEGATIVE
one week with the iphonepromax and can safely say it hasnt been the amazing phone or gamechanger i thought it would be ios is the worst update to ios ever the battery life even on this brand new phone is terrible definitely not all day as promised sorry i got it tbh,NEGATIVE,NEGATIVE,NEGATIVE
has literally gone crazy caster release iphonepromax instead of showing its competitive edge its ridiculing iphone,NEGATIVE,NEGATIVE,NEGATIVE
not sure i actually like the always on display on the iphonepromax i actually like how android does it its just a black screen with white textinfo with this it looks like your phone is just on but dimmed,NEGATIVE,NEGATIVE,NEGATIVE
i was really excited to upgrade my iphone to pm this time but after looking at all the issues with the camera startup glitches and battery complaints i became a bit skeptical about my decision i did actually back out of switching from my still intact iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
i dont feel as if the battery is all that good iphonepromax the pro max was better,NEGATIVE,NEGATIVE,NEGATIVE
iphonepromax is da shit,NEGATIVE,NEGATIVE,NEGATIVE
i dont even know why i preordered this damn iphone since they talking about i wont get it until late octoberearly novemberlike what come on now iphonepromax apple,NEGATIVE,NEGATIVE,NEGATIVE
gotta say im shocked at how bad the battery life is on the iphonepromax yep i know they spend a couple of days indexing but i dont remember the pm being this shoddy out of the box not liferuining but just less than what youd expect from a premium company like apple,NEGATIVE,NEGATIVE,NEGATIVE
all this talk about the iphonepromax is not a big update etc also the dynamicisland is awful so let me say something and hope i am clear dont buy the new phone keep your old one all these tech reviews are not for the normal user just sayin,NEGATIVE,NEGATIVE,NEGATIVE
whats the point of preordering something on day of preorder availability if its going to just going to be backordered anyway do better iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
the price of iphone pro max gb is around in my country this is insane only rich ultra pro max people will buy this this isnt the official price and some shops are selling with this kind of ridiculous price apple iphone iphone iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
in one reality i dont think iphones are worth what they are charged iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
i like the interface of ios but this iphonepromax is still the same as last year and the year before no averagetechguy,NEGATIVE,NEGATIVE,NEGATIVE
very disappointed that i ordered my apple iphonepromax the very first moment that it went on sale so that i could get my phone on friday the th only to have ups screw up the delivery and not deliver my phone at all after they gave me different delivery times,NEGATIVE,NEGATIVE,NEGATIVE
got the new iphonepromax yesterday and it wont charge on my wireless charger it keeps starting amp stopping left it on overnight amp it didnt charge at all works fine with the ma pro anyone else have this issue,NEGATIVE,NEGATIVE,NEGATIVE
love the new airpods pro overall but has anyone else had issues with the touch controls on the side seem to be in a weird spot and not working really well apple airpodspro airpodspro,POSITIVE,NEGATIVE,NEGATIVE
airpodspro no bill no support,NEGATIVE,NEGATIVE,NEGATIVE
honestly while im a huge apple nerd the airpods were incredibly underwhelming for me the battery life especially didnt work out well and the fit wasnt great not going to pay for airpodspro after that experience so tell me what truewirelessheadphones should i buy,NEGATIVE,NEGATIVE,NEGATIVE
after six months of dealing with randomstatic issues in my og airpodspro from august i finally had them checked out at my local apple store where they were deemed faulty and swapped out for a new set,NEGATIVE,NEGATIVE,NEGATIVE
please anyone else tell me that airpodspro randomly start to crackle and then stop playing music while the music continues playing on the phone without sound too android pixel i really cant use them,NEGATIVE,NEGATIVE,NEGATIVE
i just got home with the airpodspro i have to say though im not terribly impressed with the sound,NEGATIVE,NEGATIVE,NEGATIVE
damnit airpodspro applewatch,POSITIVE,NEGATIVE,NEGATIVE
worst apple watch face ever applewatchultra applewatch,NEGATIVE,NEGATIVE,NEGATIVE
ive never been a big fan of siri because it just doesnt work well but this this is just how does this even happen i click the yes button and my applewatch searches the web for the word yes,NEGATIVE,NEGATIVE,NEGATIVE
the new apple watch ultra is amazing but it is built for a lifestyle i could never hope to offer it applewatchultra applewatch,NEGATIVE,NEGATIVE,NEGATIVE
cnbc applewatch the apple watch is still too ugly for my taste i am from the generation that watches were designed beautifully and worn as jewelry ill wait,NEGATIVE,NEGATIVE,NEGATIVE
the fact that you still cant charge an applewatch on the back of an iphone is insane this is not a niche feature this is a game changer on road trips and hikes,NEGATIVE,NEGATIVE,NEGATIVE
you can just get last years applewatch its cheaper and its essentially the same watch or better yet skip it altogether theyre ugly and they do this funny thing where they ruin every outfit,NEGATIVE,NEGATIVE,NEGATIVE
dear why has siri started telling me you dont have the timer app installed when using voice to start a timer on my applewatch,NEGATIVE,NEGATIVE,NEGATIVE
please put in a im sick stop hassling me mode for the applewatch i dont need its judgey check your rings nonsense,NEGATIVE,NEGATIVE,NEGATIVE
failure to update ios,NEGATIVE,NEGATIVE,NEGATIVE
brutal trolling loved some of the responses nevertheless garmin applewatch,NEGATIVE,NEGATIVE,NEGATIVE
i just have no use for it beyond using it as a hikingrunning tool which feels like not enough utility to own one plus the applewatchultra doesnt even have native maps you need to use at least two other apps and fiddle with gpx files needs to fix this,NEGATIVE,NEGATIVE,NEGATIVE
damn i want the apple watch ultra but i dont need it i dont need it i dont need it but i want it applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
shot tipsy on an iphone pro,NEUTRAL,NEGATIVE,NEGATIVE
i keep telling myself im not getting the iphone i am not getting the iphone im not getting the iphone,NEUTRAL,NEGATIVE,NEGATIVE
even with the very good iphone sales of apple aapl seems very weak on the weekly timeframe with this shooting star into the bearish trend,NEUTRAL,NEGATIVE,NEGATIVE
this iphone advert is getting too much,NEGATIVE,NEGATIVE,NEGATIVE
iphone is costlier than the iphone how why iphoneonflipkart iphone iphone flipkartbigbilliondays thebigbilliondays iphone,NEUTRAL,NEGATIVE,NEGATIVE
end of discussion,NEUTRAL,NEGATIVE,NEGATIVE
if i had a for each iphone ad that has come my way in the last week id be able to afford a case for one,NEUTRAL,NEGATIVE,NEGATIVE
still waiting for my iphone have and ordered from you backofthequeue queuejumpers,NEGATIVE,NEGATIVE,NEGATIVE
the iphone is too complicated for me,NEGATIVE,NEGATIVE,NEGATIVE
everyone is done with iphonenow is the time for pixel,NEGATIVE,NEGATIVE,NEGATIVE
are you satisfied with iphone camera performance probably you havent checked s motorolaedgeultra find facts in the video,NEUTRAL,NEGATIVE,NEGATIVE
iphone pro camera vibration issues latestupdate iphonepro iphonepromax iphone iphone prathapgtech iphone pro vibration issues iphone pro max camera vibration issues apple iphonecameraissue iphoneissue,NEGATIVE,NEGATIVE,NEGATIVE
and you still think breakup hearts iphone,NEGATIVE,NEGATIVE,NEGATIVE
it baffles me how underwhelming the iphone launch was yet how my feed is full of photos of long lines to get the phone,NEUTRAL,NEGATIVE,NEGATIVE
the iphone pro max is currently the most expensive phone we have ever had its a class of its own buy now h,NEUTRAL,NEGATIVE,NEGATIVE
i was about to order the iphone im just gonna hold on that after seeing whats going on with their front camera glitch,NEUTRAL,NEGATIVE,NEGATIVE
and a mf uwu kid,NEUTRAL,NEGATIVE,NEGATIVE
former interior minister of afghanistan masoodandarabi buying iphonepro corruption,NEUTRAL,NEGATIVE,NEGATIVE
brand new iphonepro and i continue to have issues with the screen not properly recognizing landscape versus portrait,NEGATIVE,NEGATIVE,NEGATIVE
iphonepro is trash,NEGATIVE,NEGATIVE,NEGATIVE
me acting as ameer but in reality a ghareeb who cannot afford iphonepro,NEUTRAL,NEGATIVE,NEGATIVE
new iphone it wont even be found by selling kidneys,NEUTRAL,NEGATIVE,NEGATIVE
man i should have bought an iphonepro i would own my own island with a back up battery for days and thats not all an aod night light,NEUTRAL,NEGATIVE,NEGATIVE
iphonepro is for content creators the camera and its features are revolutionary might be the only thing i fancy,POSITIVE,NEGATIVE,NEGATIVE
all this new iphonepro content and my max still hasnt delivered,NEUTRAL,NEGATIVE,NEGATIVE
new video the iphone pro is barely an upgrade and heres why,NEGATIVE,NEGATIVE,NEGATIVE
i know you are so famous but in the deep of my heart i really heat you iphonepro,NEUTRAL,NEGATIVE,NEGATIVE
everyone is trolling apple for doing little efforts on camera cutouts saying they just moved the notch little down with rounded corners meanwhile android companies having same punch hole on all their phones apple iphones android iphone iphone iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
the biggest feature of iphonepromax is that its out of our budget,NEUTRAL,NEGATIVE,NEGATIVE
iphonepromax camera is a dud compared to galaxy amp pixel i said it before ill say again iphones might win video department but not the photo dept galaxyzfold pixelpro iphone,NEUTRAL,NEGATIVE,NEGATIVE
didnt preorder iphone pro didnt preorder applewatch ultra didnt preorder airpodspro got all on their r,NEUTRAL,NEGATIVE,NEGATIVE
its been an expensive weekend first got me now wallettimeout arethesereallythatgood firstairpods airpodspro,NEUTRAL,NEGATIVE,NEGATIVE
apple speaks a lot on saving lives with applewatch and yet still wont accomodate for rest days or injuries and recovery time,NEUTRAL,NEGATIVE,NEGATIVE
did a nice k run in the chilly autumn sun today and got a good time out of it sadly the running app decided to crash on me again so all the details are lost in the digital ether nikerunclub applewatch fitness running,NEUTRAL,NEGATIVE,NEGATIVE
rip solo loop applewatchband apple applewatch,NEUTRAL,NEGATIVE,NEGATIVE
is it me or iphone wasnt talked about enough flopped at debuting it seems,NEUTRAL,NEGATIVE,NEGATIVE
leeknow said he cant update his phone because of the storage of his phone isnt enough i guess for ios and he sai,NEUTRAL,NEGATIVE,NEGATIVE
dont buy iphone propro max before watching this video iphone pr,NEUTRAL,NEGATIVE,NEGATIVE
foxconn removed some iphone production lines as the sales of this model fell short of expectations,NEGATIVE,NEGATIVE,NEGATIVE
